stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
45014,0729,Озерна (0729),"вул. Повітряна, 10-А",49.845989,23.983042
45015,0730,Бандрівського (0730),"вул. Повітряна, 17",49.845861,23.982682
45016,0281,Майорівка (0281),"вул. Пасічна, 70",49.825977,24.073196
45017,0280,Майорівка (0280),"вул. Пасічна, 59",49.826232,24.072917
45018,,Варшавська (0612-01),"просп. Чорновола В'ячеслава, 103",49.866374,24.016221
45021,0762,Винниця (0762),"вул. Винниця, 42",49.862057,23.993744
45022,0227,Інфекційна лікарня (0227),"вул. Мечникова Іллі (Пекарська, 54)",49.832806,24.050338
45023,0734,Ліцей Героїв Крут (0734),"вул. Пасічна, 51",49.827823,24.071319
45026,0706,Стрийський парк (0706),"вул. Франка Івана, 112",49.825963,24.033400
45028,0750,Ромоданівська (0750),вул. Личаківська (навпроти буд. 211),49.835798,24.073373
45029,0361,пл Франка (0361),"вул. Франка Івана, 78",49.829725,24.031260
45030,,Щурата-висадка (0662-01),вул. Миколайчука Івана (навпроти № 28),49.878901,24.036552
45031,0296,Сихівський міст (0296),"вул. Луганська, 18",49.808538,24.043654
45032,0416,Західенерго (0416),вул. Луганська,49.810698,24.026681
45033,0758,Куликівська (0758),"вул. Сахарова Андрія академіка, 23",49.824020,24.012224
45034,0757,Куликівська (0757),"вул. Сахарова Андрія академіка, 76",49.824076,24.011972
45035,0735,Дитяча залізниця (0735),"вул. Сахарова Андрія академіка (вул. Стрийська, 78)",49.820115,24.019321
45036,0297,Сихівський міст (0297),"вул. Луганська, навпроти 18",49.808188,24.041256
45037,0055,700-річчя Львова (0055),"вул. Під Дубом, 1",49.850445,24.026083
45038,0056,700-річчя Львова (0056),"вул. Під Дубом, 2",49.850509,24.025571
45041,0621,Бальзака (0621),"вул. Варшавська, 2",49.855064,24.014472
45045,0770,Заозерні провулки (0770),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 15)",49.868931,24.012530
45046,0769,Заозерні провулки (0769),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 19)",49.869071,24.012492
45067,0764,Духновича (0764),"вул. Кривчицька дорога, 103",49.847110,24.081460
45068,0765,Духновича (0765),"вул. Кривчицька дорога, 76",49.847000,24.081087
45071,,П'ятий парк (0802),вул. Широка 100,49.842029,23.960125
45072,,П'ятий парк (0803),вул. Широка (навпроти буд. 100),49.842032,23.959178
45075,,Руставелі Шота (пр),"Руставелі Шота,8",49.833239,24.035302
45076,,Руставелі Шота (зв),"Руставелі Шота,8",49.833234,24.035178
45103,0752,Дубова (0752),"вул. Глинянський Тракт, 55",49.838230,24.079762
45105,0197,Погулянка (0197),"вул. Вахнянина Анатоля,27",49.829675,24.056413
45145,,Поліклініка №4 (733),"пр. Червоної Калини, 90",49.790032,24.058650
45148,,Вікторія Гарденс (0547-01),"вул. Ряшівська, ТЦ Вікторія Гарденс",49.805948,23.980477
45162,,Скрипника (317),"вул. Скрипника Миколи,2",49.786295,24.051781
45249,,Антонича Богдана-Ігора (0354),"вул. Антонича Богдана-Ігора, 8",49.785729,24.069387
45342,0707,Стадіон Сільмаш (0707),"вул. Любінська, буд. Сулими, 1",49.829067,23.987162
45347,0744,Приміський вокзал (0744),"вул. Городоцька, 153",49.836344,23.999690
45348,0745,Приміський вокзал (0745),"вул. Городоцька, 153",49.836323,23.999913
